gi,seq_names,species,genus,family,order,class,phylum,taxid,seqs,cluster,id
374325525,rRNA_gi|374325525|ref|NC_016645.1|_127216-130814_DIR+ /molecule=16s_rRNA /score=193.5,1104324,2276,2267,2266,183924,28889,1104324,rRNA_gi|374325525|ref|NC_016645.1|_127216-130814_DIR+,cluster_0.99_1,1
237653092,rRNA_gi|237653092|ref|NC_011662.2|_4024356-4025882_DIR- /molecule=16s_rRNA /score=1933.1,85643,33057,75787,206389,28216,1224,85643,rRNA_gi|237653092|ref|NC_011662.2|_4024356-4025882_DIR-,cluster_0.99_657,657
237653092,rRNA_gi|237653092|ref|NC_011662.2|_1779410-1780936_DIR+ /molecule=16s_rRNA /score=1933.1,85643,33057,75787,206389,28216,1224,85643,rRNA_gi|237653092|ref|NC_011662.2|_1779410-1780936_DIR+,cluster_0.99_657,657
340780744,rRNA_gi|340780744|ref|NC_015850.1|_2840317-2841843_DIR- /molecule=16s_rRNA /score=1971.9,33059,119977,225058,225057,1236,1224,990288,rRNA_gi|340780744|ref|NC_015850.1|_2840317-2841843_DIR-,cluster_0.99_658,658
340780744,rRNA_gi|340780744|ref|NC_015850.1|_2528363-2529889_DIR- /molecule=16s_rRNA /score=1971.9,33059,119977,225058,225057,1236,1224,990288,rRNA_gi|340780744|ref|NC_015850.1|_2528363-2529889_DIR-,cluster_0.99_658,658
114319166,rRNA_gi|114319166|ref|NC_008340.1|_488343-489869_DIR+ /molecule=16s_rRNA /score=2045.4,351052,133193,72276,135613,1236,1224,187272,rRNA_gi|114319166|ref|NC_008340.1|_488343-489869_DIR+,cluster_0.99_659,659
114319166,rRNA_gi|114319166|ref|NC_008340.1|_368208-369734_DIR+ /molecule=16s_rRNA /score=2044.7,351052,133193,72276,135613,1236,1224,187272,rRNA_gi|114319166|ref|NC_008340.1|_368208-369734_DIR+,cluster_0.99_659,659
507523953,rRNA_gi|507523953|ref|NC_021291.1|_1579762-1581288_DIR- /molecule=16s_rRNA /score=2011.8,1335746,1335745,72276,135613,1236,1224,1260251,rRNA_gi|507523953|ref|NC_021291.1|_1579762-1581288_DIR-,cluster_0.99_660,660
608993055,rRNA_gi|608993055|ref|NC_023035.1|_1212975-1214501_DIR+ /molecule=16s_rRNA /score=1799.3,1307761,1616789,137,136,203692,203691,1307761,rRNA_gi|608993055|ref|NC_023035.1|_1212975-1214501_DIR+,cluster_0.99_661,661
608993055,rRNA_gi|608993055|ref|NC_023035.1|_381756-383282_DIR+ /molecule=16s_rRNA /score=1794.9,1307761,1616789,137,136,203692,203691,1307761,rRNA_gi|608993055|ref|NC_023035.1|_381756-383282_DIR+,cluster_0.99_661,661
302035394,rRNA_gi|302035394|ref|NC_014355.1|_1384637-1386163_DIR+ /molecule=16s_rRNA /score=1734.1,330214,1234,189779,189778,203693,40117,330214,rRNA_gi|302035394|ref|NC_014355.1|_1384637-1386163_DIR+,cluster_0.99_662,662
256821228,rRNA_gi|256821228|ref|NC_013166.1|_428391-429917_DIR+ /molecule=16s_rRNA /score=1992.5,261964,261963,224372,135619,1236,1224,523791,rRNA_gi|256821228|ref|NC_013166.1|_428391-429917_DIR+,cluster_0.99_663,663
256821228,rRNA_gi|256821228|ref|NC_013166.1|_1159862-1161388_DIR+ /molecule=16s_rRNA /score=1992.5,261964,261963,224372,135619,1236,1224,523791,rRNA_gi|256821228|ref|NC_013166.1|_1159862-1161388_DIR+,cluster_0.99_663,663
473827406,rRNA_gi|473827406|ref|NC_020888.1|_341502-343028_DIR+ /molecule=16s_rRNA /score=2009.4,187493,187492,135620,135619,1236,1224,1298593,rRNA_gi|473827406|ref|NC_020888.1|_341502-343028_DIR+,cluster_0.99_664,664
473827406,rRNA_gi|473827406|ref|NC_020888.1|_3422085-3423611_DIR- /molecule=16s_rRNA /score=2008.6,187493,187492,135620,135619,1236,1224,1298593,rRNA_gi|473827406|ref|NC_020888.1|_3422085-3423611_DIR-,cluster_0.99_664,664
473827406,rRNA_gi|473827406|ref|NC_020888.1|_3427433-3428959_DIR- /molecule=16s_rRNA /score=2008.6,187493,187492,135620,135619,1236,1224,1298593,rRNA_gi|473827406|ref|NC_020888.1|_3427433-3428959_DIR-,cluster_0.99_664,664
473827406,rRNA_gi|473827406|ref|NC_020888.1|_2583924-2585450_DIR- /molecule=16s_rRNA /score=2008.6,187493,187492,135620,135619,1236,1224,1298593,rRNA_gi|473827406|ref|NC_020888.1|_2583924-2585450_DIR-,cluster_0.99_664,664
71064581,rRNA_gi|71064581|ref|NC_007204.1|_660555-662081_DIR+ /molecule=16s_rRNA /score=1942.6,334543,497,468,72274,1236,1224,259536,rRNA_gi|71064581|ref|NC_007204.1|_660555-662081_DIR+,cluster_0.99_665,665
71064581,rRNA_gi|71064581|ref|NC_007204.1|_2583623-2585149_DIR- /molecule=16s_rRNA /score=1942.6,334543,497,468,72274,1236,1224,259536,rRNA_gi|71064581|ref|NC_007204.1|_2583623-2585149_DIR-,cluster_0.99_665,665
521178150,rRNA_gi|521178150|ref|NC_021661.1|_650360-651886_DIR+ /molecule=16s_rRNA /score=1940.4,571800,497,468,72274,1236,1224,571800,rRNA_gi|521178150|ref|NC_021661.1|_650360-651886_DIR+,cluster_0.99_665,665
521178150,rRNA_gi|521178150|ref|NC_021661.1|_3003745-3005271_DIR- /molecule=16s_rRNA /score=1940.4,571800,497,468,72274,1236,1224,571800,rRNA_gi|521178150|ref|NC_021661.1|_3003745-3005271_DIR-,cluster_0.99_665,665
71064581,rRNA_gi|71064581|ref|NC_007204.1|_2424174-2425700_DIR- /molecule=16s_rRNA /score=1942.6,334543,497,468,72274,1236,1224,259536,rRNA_gi|71064581|ref|NC_007204.1|_2424174-2425700_DIR-,cluster_0.99_665,665
71064581,rRNA_gi|71064581|ref|NC_007204.1|_2589729-2591255_DIR- /molecule=16s_rRNA /score=1942.6,334543,497,468,72274,1236,1224,259536,rRNA_gi|71064581|ref|NC_007204.1|_2589729-2591255_DIR-,cluster_0.99_665,665
93004831,rRNA_gi|93004831|ref|NC_007969.1|_2984212-2985738_DIR- /molecule=16s_rRNA /score=1940.4,330922,497,468,72274,1236,1224,335284,rRNA_gi|93004831|ref|NC_007969.1|_2984212-2985738_DIR-,cluster_0.99_665,665
93004831,rRNA_gi|93004831|ref|NC_007969.1|_2978089-2979615_DIR- /molecule=16s_rRNA /score=1940.4,330922,497,468,72274,1236,1224,335284,rRNA_gi|93004831|ref|NC_007969.1|_2978089-2979615_DIR-,cluster_0.99_665,665
521178150,rRNA_gi|521178150|ref|NC_021661.1|_2810902-2812428_DIR- /molecule=16s_rRNA /score=1940.4,571800,497,468,72274,1236,1224,571800,rRNA_gi|521178150|ref|NC_021661.1|_2810902-2812428_DIR-,cluster_0.99_665,665
93004831,rRNA_gi|93004831|ref|NC_007969.1|_2777783-2779309_DIR- /molecule=16s_rRNA /score=1940.4,330922,497,468,72274,1236,1224,335284,rRNA_gi|93004831|ref|NC_007969.1|_2777783-2779309_DIR-,cluster_0.99_665,665
93004831,rRNA_gi|93004831|ref|NC_007969.1|_652010-653536_DIR+ /molecule=16s_rRNA /score=1940.4,330922,497,468,72274,1236,1224,335284,rRNA_gi|93004831|ref|NC_007969.1|_652010-653536_DIR+,cluster_0.99_665,665
521178150,rRNA_gi|521178150|ref|NC_021661.1|_2997634-2999160_DIR- /molecule=16s_rRNA /score=1940.4,571800,497,468,72274,1236,1224,571800,rRNA_gi|521178150|ref|NC_021661.1|_2997634-2999160_DIR-,cluster_0.99_665,665
251791816,rRNA_gi|251791816|ref|NC_012913.1|_1427351-1428877_DIR- /molecule=16s_rRNA /score=1875.0,732,416916,712,135625,1236,1224,634176,rRNA_gi|251791816|ref|NC_012913.1|_1427351-1428877_DIR-,cluster_0.99_666,666
251791816,rRNA_gi|251791816|ref|NC_012913.1|_451286-452812_DIR+ /molecule=16s_rRNA /score=1875.0,732,416916,712,135625,1236,1224,634176,rRNA_gi|251791816|ref|NC_012913.1|_451286-452812_DIR+,cluster_0.99_666,666
251791816,rRNA_gi|251791816|ref|NC_012913.1|_2103848-2105374_DIR+ /molecule=16s_rRNA /score=1875.0,732,416916,712,135625,1236,1224,634176,rRNA_gi|251791816|ref|NC_012913.1|_2103848-2105374_DIR+,cluster_0.99_666,666
251791816,rRNA_gi|251791816|ref|NC_012913.1|_1920301-1921827_DIR- /molecule=16s_rRNA /score=1875.0,732,416916,712,135625,1236,1224,634176,rRNA_gi|251791816|ref|NC_012913.1|_1920301-1921827_DIR-,cluster_0.99_666,666
251791816,rRNA_gi|251791816|ref|NC_012913.1|_591710-593236_DIR+ /molecule=16s_rRNA /score=1875.0,732,416916,712,135625,1236,1224,634176,rRNA_gi|251791816|ref|NC_012913.1|_591710-593236_DIR+,cluster_0.99_666,666
251791816,rRNA_gi|251791816|ref|NC_012913.1|_1738218-1739744_DIR- /molecule=16s_rRNA /score=1875.0,732,416916,712,135625,1236,1224,634176,rRNA_gi|251791816|ref|NC_012913.1|_1738218-1739744_DIR-,cluster_0.99_666,666
319774951,rRNA_gi|319774951|ref|NC_014922.1|_1155095-1156621_DIR+ /molecule=16s_rRNA /score=1882.1,727,724,712,135625,1236,1224,935897,rRNA_gi|319774951|ref|NC_014922.1|_1155095-1156621_DIR+,cluster_0.99_667,667
319774951,rRNA_gi|319774951|ref|NC_014922.1|_496203-497729_DIR- /molecule=16s_rRNA /score=1876.9,727,724,712,135625,1236,1224,935897,rRNA_gi|319774951|ref|NC_014922.1|_496203-497729_DIR-,cluster_0.99_667,667
543951066,rRNA_gi|543951066|ref|NC_022356.1|_1632710-1634236_DIR- /molecule=16s_rRNA /score=1888.8,727,724,712,135625,1236,1224,1334187,rRNA_gi|543951066|ref|NC_022356.1|_1632710-1634236_DIR-,cluster_0.99_668,668
543951066,rRNA_gi|543951066|ref|NC_022356.1|_1665810-1667336_DIR- /molecule=16s_rRNA /score=1888.8,727,724,712,135625,1236,1224,1334187,rRNA_gi|543951066|ref|NC_022356.1|_1665810-1667336_DIR-,cluster_0.99_668,668
543951066,rRNA_gi|543951066|ref|NC_022356.1|_1722589-1724115_DIR- /molecule=16s_rRNA /score=1888.8,727,724,712,135625,1236,1224,1334187,rRNA_gi|543951066|ref|NC_022356.1|_1722589-1724115_DIR-,cluster_0.99_668,668
543951066,rRNA_gi|543951066|ref|NC_022356.1|_239142-240668_DIR- /molecule=16s_rRNA /score=1888.8,727,724,712,135625,1236,1224,1334187,rRNA_gi|543951066|ref|NC_022356.1|_239142-240668_DIR-,cluster_0.99_668,668
543951066,rRNA_gi|543951066|ref|NC_022356.1|_182851-184377_DIR- /molecule=16s_rRNA /score=1888.8,727,724,712,135625,1236,1224,1334187,rRNA_gi|543951066|ref|NC_022356.1|_182851-184377_DIR-,cluster_0.99_668,668
543951066,rRNA_gi|543951066|ref|NC_022356.1|_1440585-1442111_DIR- /molecule=16s_rRNA /score=1888.9,727,724,712,135625,1236,1224,1334187,rRNA_gi|543951066|ref|NC_022356.1|_1440585-1442111_DIR-,cluster_0.99_668,668
70728250,rRNA_gi|70728250|ref|NC_004129.6|_4813648-4815174_DIR- /molecule=16s_rRNA /score=2008.9,380021,286,135621,72274,1236,1224,220664,rRNA_gi|70728250|ref|NC_004129.6|_4813648-4815174_DIR-,cluster_0.99_669,669
501677485,rRNA_gi|501677485|ref|NC_021237.1|_5832503-5834029_DIR- /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,1124983,rRNA_gi|501677485|ref|NC_021237.1|_5832503-5834029_DIR-,cluster_0.99_669,669
70728250,rRNA_gi|70728250|ref|NC_004129.6|_6012600-6014126_DIR- /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,220664,rRNA_gi|70728250|ref|NC_004129.6|_6012600-6014126_DIR-,cluster_0.99_669,669
501677485,rRNA_gi|501677485|ref|NC_021237.1|_6179419-6180945_DIR- /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,1124983,rRNA_gi|501677485|ref|NC_021237.1|_6179419-6180945_DIR-,cluster_0.99_669,669
501677485,rRNA_gi|501677485|ref|NC_021237.1|_123168-124694_DIR+ /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,1124983,rRNA_gi|501677485|ref|NC_021237.1|_123168-124694_DIR+,cluster_0.99_669,669
501677485,rRNA_gi|501677485|ref|NC_021237.1|_4755212-4756738_DIR- /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,1124983,rRNA_gi|501677485|ref|NC_021237.1|_4755212-4756738_DIR-,cluster_0.99_669,669
501677485,rRNA_gi|501677485|ref|NC_021237.1|_856697-858223_DIR+ /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,1124983,rRNA_gi|501677485|ref|NC_021237.1|_856697-858223_DIR+,cluster_0.99_669,669
70728250,rRNA_gi|70728250|ref|NC_004129.6|_854059-855585_DIR+ /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,220664,rRNA_gi|70728250|ref|NC_004129.6|_854059-855585_DIR+,cluster_0.99_669,669
70728250,rRNA_gi|70728250|ref|NC_004129.6|_122818-124344_DIR+ /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,220664,rRNA_gi|70728250|ref|NC_004129.6|_122818-124344_DIR+,cluster_0.99_669,669
70728250,rRNA_gi|70728250|ref|NC_004129.6|_6386420-6387946_DIR- /molecule=16s_rRNA /score=2012.5,380021,286,135621,72274,1236,1224,220664,rRNA_gi|70728250|ref|NC_004129.6|_6386420-6387946_DIR-,cluster_0.99_669,669
71733195,rRNA_gi|71733195|ref|NC_005773.3|_5782831-5784357_DIR- /molecule=16s_rRNA /score=2006.2,29438,286,135621,72274,1236,1224,264730,rRNA_gi|71733195|ref|NC_005773.3|_5782831-5784357_DIR-,cluster_0.99_670,670
66043271,rRNA_gi|66043271|ref|NC_007005.1|_5426732-5428258_DIR- /molecule=16s_rRNA /score=1997.7,317,286,135621,72274,1236,1224,205918,rRNA_gi|66043271|ref|NC_007005.1|_5426732-5428258_DIR-,cluster_0.99_670,670
28867243,rRNA_gi|28867243|ref|NC_004578.1|_666734-668260_DIR+ /molecule=16s_rRNA /score=2006.6,251701,286,135621,72274,1236,1224,223283,rRNA_gi|28867243|ref|NC_004578.1|_666734-668260_DIR+,cluster_0.99_670,670
28867243,rRNA_gi|28867243|ref|NC_004578.1|_3873149-3874675_DIR- /molecule=16s_rRNA /score=2006.6,251701,286,135621,72274,1236,1224,223283,rRNA_gi|28867243|ref|NC_004578.1|_3873149-3874675_DIR-,cluster_0.99_670,670
28867243,rRNA_gi|28867243|ref|NC_004578.1|_1072085-1073611_DIR+ /molecule=16s_rRNA /score=2006.6,251701,286,135621,72274,1236,1224,223283,rRNA_gi|28867243|ref|NC_004578.1|_1072085-1073611_DIR+,cluster_0.99_670,670
28867243,rRNA_gi|28867243|ref|NC_004578.1|_6217620-6219146_DIR- /molecule=16s_rRNA /score=2006.6,251701,286,135621,72274,1236,1224,223283,rRNA_gi|28867243|ref|NC_004578.1|_6217620-6219146_DIR-,cluster_0.99_670,670
28867243,rRNA_gi|28867243|ref|NC_004578.1|_827548-829074_DIR+ /molecule=16s_rRNA /score=2006.6,251701,286,135621,72274,1236,1224,223283,rRNA_gi|28867243|ref|NC_004578.1|_827548-829074_DIR+,cluster_0.99_670,670
71733195,rRNA_gi|71733195|ref|NC_005773.3|_3635161-3636687_DIR- /molecule=16s_rRNA /score=2006.2,29438,286,135621,72274,1236,1224,264730,rRNA_gi|71733195|ref|NC_005773.3|_3635161-3636687_DIR-,cluster_0.99_670,670
71733195,rRNA_gi|71733195|ref|NC_005773.3|_5250702-5252228_DIR- /molecule=16s_rRNA /score=2006.2,29438,286,135621,72274,1236,1224,264730,rRNA_gi|71733195|ref|NC_005773.3|_5250702-5252228_DIR-,cluster_0.99_670,670
71733195,rRNA_gi|71733195|ref|NC_005773.3|_1048743-1050269_DIR+ /molecule=16s_rRNA /score=2006.2,29438,286,135621,72274,1236,1224,264730,rRNA_gi|71733195|ref|NC_005773.3|_1048743-1050269_DIR+,cluster_0.99_670,670
71733195,rRNA_gi|71733195|ref|NC_005773.3|_804008-805534_DIR+ /molecule=16s_rRNA /score=2006.2,29438,286,135621,72274,1236,1224,264730,rRNA_gi|71733195|ref|NC_005773.3|_804008-805534_DIR+,cluster_0.99_670,670
66043271,rRNA_gi|66043271|ref|NC_007005.1|_5951654-5953180_DIR- /molecule=16s_rRNA /score=2005.4,317,286,135621,72274,1236,1224,205918,rRNA_gi|66043271|ref|NC_007005.1|_5951654-5953180_DIR-,cluster_0.99_670,670
66043271,rRNA_gi|66043271|ref|NC_007005.1|_964692-966218_DIR+ /molecule=16s_rRNA /score=2005.8,317,286,135621,72274,1236,1224,205918,rRNA_gi|66043271|ref|NC_007005.1|_964692-966218_DIR+,cluster_0.99_670,670
66043271,rRNA_gi|66043271|ref|NC_007005.1|_772102-773628_DIR+ /molecule=16s_rRNA /score=2005.8,317,286,135621,72274,1236,1224,205918,rRNA_gi|66043271|ref|NC_007005.1|_772102-773628_DIR+,cluster_0.99_670,670
66043271,rRNA_gi|66043271|ref|NC_007005.1|_3851145-3852671_DIR- /molecule=16s_rRNA /score=2003.7,317,286,135621,72274,1236,1224,205918,rRNA_gi|66043271|ref|NC_007005.1|_3851145-3852671_DIR-,cluster_0.99_670,670
339484941,rRNA_gi|339484941|ref|NC_015733.1|_4649441-4650967_DIR- /molecule=16s_rRNA /score=1997.2,303,286,135621,72274,1236,1224,1042876,rRNA_gi|339484941|ref|NC_015733.1|_4649441-4650967_DIR-,cluster_0.99_671,671
167031021,rRNA_gi|167031021|ref|NC_010322.1|_2092728-2094252_DIR+ /molecule=16s_rRNA /score=2009.3,303,286,135621,72274,1236,1224,76869,rRNA_gi|167031021|ref|NC_010322.1|_2092728-2094252_DIR+,cluster_0.99_671,671
339484941,rRNA_gi|339484941|ref|NC_015733.1|_512674-514198_DIR+ /molecule=16s_rRNA /score=1984.2,303,286,135621,72274,1236,1224,1042876,rRNA_gi|339484941|ref|NC_015733.1|_512674-514198_DIR+,cluster_0.99_671,671
339484941,rRNA_gi|339484941|ref|NC_015733.1|_684488-686012_DIR+ /molecule=16s_rRNA /score=1984.2,303,286,135621,72274,1236,1224,1042876,rRNA_gi|339484941|ref|NC_015733.1|_684488-686012_DIR+,cluster_0.99_671,671
148545259,rRNA_gi|148545259|ref|NC_009512.1|_1342820-1344344_DIR+ /molecule=16s_rRNA /score=2007.3,303,286,135621,72274,1236,1224,351746,rRNA_gi|148545259|ref|NC_009512.1|_1342820-1344344_DIR+,cluster_0.99_671,671
104779316,rRNA_gi|104779316|ref|NC_008027.1|_490040-491564_DIR+ /molecule=16s_rRNA /score=1996.4,312306,286,135621,72274,1236,1224,384676,rRNA_gi|104779316|ref|NC_008027.1|_490040-491564_DIR+,cluster_0.99_671,671
431799958,rRNA_gi|431799958|ref|NC_019905.1|_4523379-4524903_DIR- /molecule=16s_rRNA /score=2004.4,303,286,135621,72274,1236,1224,1215088,rRNA_gi|431799958|ref|NC_019905.1|_4523379-4524903_DIR-,cluster_0.99_671,671
167031021,rRNA_gi|167031021|ref|NC_010322.1|_4765876-4767400_DIR- /molecule=16s_rRNA /score=2004.4,303,286,135621,72274,1236,1224,76869,rRNA_gi|167031021|ref|NC_010322.1|_4765876-4767400_DIR-,cluster_0.99_671,671
26986745,rRNA_gi|26986745|ref|NC_002947.3|_1325493-1327017_DIR+ /molecule=16s_rRNA /score=2008.8,303,286,135621,72274,1236,1224,160488,rRNA_gi|26986745|ref|NC_002947.3|_1325493-1327017_DIR+,cluster_0.99_671,671
386009639,rRNA_gi|386009639|ref|NC_017530.1|_1354908-1356432_DIR+ /molecule=16s_rRNA /score=2008.8,303,286,135621,72274,1236,1224,931281,rRNA_gi|386009639|ref|NC_017530.1|_1354908-1356432_DIR+,cluster_0.99_671,671
26986745,rRNA_gi|26986745|ref|NC_002947.3|_524939-526463_DIR+ /molecule=16s_rRNA /score=2008.8,303,286,135621,72274,1236,1224,160488,rRNA_gi|26986745|ref|NC_002947.3|_524939-526463_DIR+,cluster_0.99_671,671
386009639,rRNA_gi|386009639|ref|NC_017530.1|_548213-549737_DIR+ /molecule=16s_rRNA /score=2008.8,303,286,135621,72274,1236,1224,931281,rRNA_gi|386009639|ref|NC_017530.1|_548213-549737_DIR+,cluster_0.99_671,671
386009639,rRNA_gi|386009639|ref|NC_017530.1|_205702-207226_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,931281,rRNA_gi|386009639|ref|NC_017530.1|_205702-207226_DIR+,cluster_0.99_671,671
26986745,rRNA_gi|26986745|ref|NC_002947.3|_171379-172903_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,160488,rRNA_gi|26986745|ref|NC_002947.3|_171379-172903_DIR+,cluster_0.99_671,671
512576139,rRNA_gi|512576139|ref|NC_021491.1|_676335-677859_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,1331671,rRNA_gi|512576139|ref|NC_021491.1|_676335-677859_DIR+,cluster_0.99_671,671
386009639,rRNA_gi|386009639|ref|NC_017530.1|_200272-201796_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,931281,rRNA_gi|386009639|ref|NC_017530.1|_200272-201796_DIR+,cluster_0.99_671,671
26986745,rRNA_gi|26986745|ref|NC_002947.3|_176809-178333_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,160488,rRNA_gi|26986745|ref|NC_002947.3|_176809-178333_DIR+,cluster_0.99_671,671
386009639,rRNA_gi|386009639|ref|NC_017530.1|_4883256-4884780_DIR- /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,931281,rRNA_gi|386009639|ref|NC_017530.1|_4883256-4884780_DIR-,cluster_0.99_671,671
512576139,rRNA_gi|512576139|ref|NC_021491.1|_89205-90729_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,1331671,rRNA_gi|512576139|ref|NC_021491.1|_89205-90729_DIR+,cluster_0.99_671,671
386009639,rRNA_gi|386009639|ref|NC_017530.1|_3821089-3822613_DIR- /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,931281,rRNA_gi|386009639|ref|NC_017530.1|_3821089-3822613_DIR-,cluster_0.99_671,671
431799958,rRNA_gi|431799958|ref|NC_019905.1|_246216-247740_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,1215088,rRNA_gi|431799958|ref|NC_019905.1|_246216-247740_DIR+,cluster_0.99_671,671
167031021,rRNA_gi|167031021|ref|NC_010322.1|_731529-733053_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,76869,rRNA_gi|167031021|ref|NC_010322.1|_731529-733053_DIR+,cluster_0.99_671,671
167031021,rRNA_gi|167031021|ref|NC_010322.1|_542643-544167_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,76869,rRNA_gi|167031021|ref|NC_010322.1|_542643-544167_DIR+,cluster_0.99_671,671
167031021,rRNA_gi|167031021|ref|NC_010322.1|_5219964-5221488_DIR- /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,76869,rRNA_gi|167031021|ref|NC_010322.1|_5219964-5221488_DIR-,cluster_0.99_671,671
512576139,rRNA_gi|512576139|ref|NC_021491.1|_487160-488684_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,1331671,rRNA_gi|512576139|ref|NC_021491.1|_487160-488684_DIR+,cluster_0.99_671,671
167031021,rRNA_gi|167031021|ref|NC_010322.1|_183627-185151_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,76869,rRNA_gi|167031021|ref|NC_010322.1|_183627-185151_DIR+,cluster_0.99_671,671
431799958,rRNA_gi|431799958|ref|NC_019905.1|_626225-627749_DIR+ /molecule=16s_rRNA /score=2010.8,303,286,135621,72274,1236,1224,1215088,rRNA_gi|431799958|ref|NC_019905.1|_626225-627749_DIR+,cluster_0.99_671,671
26986745,rRNA_gi|26986745|ref|NC_002947.3|_2548679-2550203_DIR+ /molecule=16s_rRNA /score=2007.9,303,286,135621,72274,1236,1224,160488,rRNA_gi|26986745|ref|NC_002947.3|_2548679-2550203_DIR+,cluster_0.99_671,671
512576139,rRNA_gi|512576139|ref|NC_021491.1|_5914732-5916256_DIR- /molecule=16s_rRNA /score=2007.9,303,286,135621,72274,1236,1224,1331671,rRNA_gi|512576139|ref|NC_021491.1|_5914732-5916256_DIR-,cluster_0.99_671,671
431799958,rRNA_gi|431799958|ref|NC_019905.1|_5003113-5004637_DIR- /molecule=16s_rRNA /score=2007.9,303,286,135621,72274,1236,1224,1215088,rRNA_gi|431799958|ref|NC_019905.1|_5003113-5004637_DIR-,cluster_0.99_671,671
431799958,rRNA_gi|431799958|ref|NC_019905.1|_2031365-2032889_DIR+ /molecule=16s_rRNA /score=2007.9,303,286,135621,72274,1236,1224,1215088,rRNA_gi|431799958|ref|NC_019905.1|_2031365-2032889_DIR+,cluster_0.99_671,671
26986745,rRNA_gi|26986745|ref|NC_002947.3|_5311163-5312687_DIR- /molecule=16s_rRNA /score=2007.9,303,286,135621,72274,1236,1224,160488,rRNA_gi|26986745|ref|NC_002947.3|_5311163-5312687_DIR-,cluster_0.99_671,671
104779316,rRNA_gi|104779316|ref|NC_008027.1|_3799143-3800667_DIR- /molecule=16s_rRNA /score=2003.6,312306,286,135621,72274,1236,1224,384676,rRNA_gi|104779316|ref|NC_008027.1|_3799143-3800667_DIR-,cluster_0.99_671,671
104779316,rRNA_gi|104779316|ref|NC_008027.1|_696508-698032_DIR+ /molecule=16s_rRNA /score=2003.6,312306,286,135621,72274,1236,1224,384676,rRNA_gi|104779316|ref|NC_008027.1|_696508-698032_DIR+,cluster_0.99_671,671
104779316,rRNA_gi|104779316|ref|NC_008027.1|_5002159-5003683_DIR- /molecule=16s_rRNA /score=2003.6,312306,286,135621,72274,1236,1224,384676,rRNA_gi|104779316|ref|NC_008027.1|_5002159-5003683_DIR-,cluster_0.99_671,671
104779316,rRNA_gi|104779316|ref|NC_008027.1|_2739321-2740845_DIR+ /molecule=16s_rRNA /score=2003.6,312306,286,135621,72274,1236,1224,384676,rRNA_gi|104779316|ref|NC_008027.1|_2739321-2740845_DIR+,cluster_0.99_671,671
104779316,rRNA_gi|104779316|ref|NC_008027.1|_115499-117023_DIR+ /molecule=16s_rRNA /score=2003.6,312306,286,135621,72274,1236,1224,384676,rRNA_gi|104779316|ref|NC_008027.1|_115499-117023_DIR+,cluster_0.99_671,671
104779316,rRNA_gi|104779316|ref|NC_008027.1|_1375553-1377077_DIR+ /molecule=16s_rRNA /score=2003.6,312306,286,135621,72274,1236,1224,384676,rRNA_gi|104779316|ref|NC_008027.1|_1375553-1377077_DIR+,cluster_0.99_671,671
26986745,rRNA_gi|26986745|ref|NC_002947.3|_697814-699338_DIR+ /molecule=16s_rRNA /score=2007.5,303,286,135621,72274,1236,1224,160488,rRNA_gi|26986745|ref|NC_002947.3|_697814-699338_DIR+,cluster_0.99_671,671
386009639,rRNA_gi|386009639|ref|NC_017530.1|_733296-734820_DIR+ /molecule=16s_rRNA /score=2007.5,303,286,135621,72274,1236,1224,931281,rRNA_gi|386009639|ref|NC_017530.1|_733296-734820_DIR+,cluster_0.99_671,671
148545259,rRNA_gi|148545259|ref|NC_009512.1|_539844-541368_DIR+ /molecule=16s_rRNA /score=2006.7,303,286,135621,72274,1236,1224,351746,rRNA_gi|148545259|ref|NC_009512.1|_539844-541368_DIR+,cluster_0.99_671,671
