cluster	threshold	id	seqs	gi	count	new_names	reduced	dedup	rep_name
cluster_1.00_4816	1.00	4816	rRNA_gi|428774686|ref|NC_019779.1|_3374199-3375674_DIR-	428774686	1	ID.4284	0	0	ID.4284
cluster_1.00_4817	1.00	4817	rRNA_gi|428774686|ref|NC_019779.1|_182176-183651_DIR-	428774686	1	ID.3596	0	0	ID.3596
cluster_1.00_4818	1.00	4818	rRNA_gi|384041026|ref|NC_017108.1|_2285489-2286964_DIR-	384041026	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|529230092|ref|NC_021991.1|_535312-536787_DIR-	529230092	4	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384052651|ref|NC_017121.1|_1733300-1734775_DIR-	384052651	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|258541105|ref|NC_013209.1|_1733306-1734781_DIR-	258541105	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384058524|ref|NC_017146.1|_2767648-2769123_DIR-	384058524	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384049541|ref|NC_017100.1|_2767626-2769101_DIR-	384049541	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384058524|ref|NC_017146.1|_2288174-2289649_DIR-	384058524	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|529230092|ref|NC_021991.1|_1433628-1435103_DIR-	529230092	4	ID.3300	1	0	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384058524|ref|NC_017146.1|_1734317-1735792_DIR-	384058524	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384061818|ref|NC_017111.1|_1733300-1734775_DIR-	384061818	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384052651|ref|NC_017121.1|_2609923-2611398_DIR-	384052651	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384061818|ref|NC_017111.1|_2609936-2611411_DIR-	384061818	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384049541|ref|NC_017100.1|_1541234-1542709_DIR-	384049541	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384058524|ref|NC_017146.1|_2612603-2614078_DIR-	384058524	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384117894|ref|NC_017150.1|_2675580-2677055_DIR-	384117894	4	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384052651|ref|NC_017121.1|_1540217-1541692_DIR-	384052651	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|258541105|ref|NC_013209.1|_2285530-2287005_DIR-	258541105	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384055883|ref|NC_017125.1|_1541234-1542709_DIR-	384055883	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384117894|ref|NC_017150.1|_2193276-2194751_DIR-	384117894	4	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384055883|ref|NC_017125.1|_2767606-2769081_DIR-	384055883	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384049541|ref|NC_017100.1|_2612581-2614056_DIR-	384049541	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384049541|ref|NC_017100.1|_2288152-2289627_DIR-	384049541	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384052651|ref|NC_017121.1|_2285494-2286969_DIR-	384052651	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|258541105|ref|NC_013209.1|_1540223-1541698_DIR-	258541105	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384052651|ref|NC_017121.1|_2766383-2767858_DIR-	384052651	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384117894|ref|NC_017150.1|_1641052-1642527_DIR-	384117894	4	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384041026|ref|NC_017108.1|_1540217-1541692_DIR-	384041026	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|258541105|ref|NC_013209.1|_2767834-2769309_DIR-	258541105	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|529230092|ref|NC_021991.1|_293801-295276_DIR-	529230092	4	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384049541|ref|NC_017100.1|_1734317-1735792_DIR-	384049541	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384061818|ref|NC_017111.1|_2285507-2286982_DIR-	384061818	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384058524|ref|NC_017146.1|_1541234-1542709_DIR-	384058524	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384055883|ref|NC_017125.1|_2288132-2289607_DIR-	384055883	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|258541105|ref|NC_013209.1|_2611374-2612849_DIR-	258541105	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384055883|ref|NC_017125.1|_2612561-2614036_DIR-	384055883	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384061818|ref|NC_017111.1|_2764981-2766456_DIR-	384061818	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384041026|ref|NC_017108.1|_2609918-2611393_DIR-	384041026	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384041026|ref|NC_017108.1|_1733300-1734775_DIR-	384041026	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384055883|ref|NC_017125.1|_1734317-1735792_DIR-	384055883	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384061818|ref|NC_017111.1|_1540217-1541692_DIR-	384061818	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384041026|ref|NC_017108.1|_2764963-2766438_DIR-	384041026	5	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|529230092|ref|NC_021991.1|_1007960-1009435_DIR-	529230092	4	NA	NA	1	ID.3300
cluster_1.00_4818	1.00	4818	rRNA_gi|384117894|ref|NC_017150.1|_2519120-2520595_DIR-	384117894	4	NA	NA	1	ID.3300
cluster_1.00_4819	1.00	4819	rRNA_gi|334342451|ref|NC_015594.1|_586311-587786_DIR+	334342451	2	NA	NA	1	ID.2821
cluster_1.00_4819	1.00	4819	rRNA_gi|334342451|ref|NC_015594.1|_1220613-1222088_DIR-	334342451	2	NA	NA	1	ID.2821
cluster_1.00_4819	1.00	4819	rRNA_gi|334343657|ref|NC_015593.1|_2454169-2455644_DIR+	334343657	1	ID.2821	1	0	ID.2821
cluster_1.00_4820	1.00	4820	rRNA_gi|121601635|ref|NC_008783.1|_1112421-1113896_DIR-	121601635	2	NA	NA	1	ID.1958
cluster_1.00_4820	1.00	4820	rRNA_gi|121601635|ref|NC_008783.1|_251896-253371_DIR+	121601635	2	ID.1958	1	0	ID.1958
cluster_1.00_4821	1.00	4821	rRNA_gi|49474831|ref|NC_005956.1|_1583144-1584619_DIR-	49474831	2	ID.2456	1	0	ID.2456
cluster_1.00_4821	1.00	4821	rRNA_gi|49474831|ref|NC_005956.1|_1413135-1414610_DIR-	49474831	2	NA	NA	1	ID.2456
cluster_1.00_4822	1.00	4822	rRNA_gi|319898193|ref|NC_014932.1|_1270062-1271537_DIR-	319898193	2	NA	NA	1	ID.236
cluster_1.00_4822	1.00	4822	rRNA_gi|319898193|ref|NC_014932.1|_1296345-1297820_DIR-	319898193	2	ID.236	1	0	ID.236
cluster_1.00_4823	1.00	4823	rRNA_gi|15678031|ref|NC_000916.1|_1718788-1720262_DIR+	15678031	1	ID.2780	0	0	ID.2780
cluster_1.00_4824	1.00	4824	rRNA_gi|15678031|ref|NC_000916.1|_1602211-1603685_DIR+	15678031	1	ID.1494	1	0	ID.1494
cluster_1.00_4825	1.00	4825	rRNA_gi|312136230|ref|NC_014658.1|_26995-28469_DIR-	312136230	1	ID.242	1	0	ID.242
cluster_1.00_4826	1.00	4826	rRNA_gi|148552929|ref|NC_009511.1|_3844823-3846297_DIR+	148552929	2	ID.2730	1	0	ID.2730
cluster_1.00_4826	1.00	4826	rRNA_gi|148552929|ref|NC_009511.1|_2812340-2813814_DIR-	148552929	2	NA	NA	1	ID.2730
cluster_1.00_4827	1.00	4827	rRNA_gi|434384225|ref|NC_019697.1|_1377556-1379030_DIR+	434384225	3	ID.1678	0	0	ID.1678
cluster_1.00_4827	1.00	4827	rRNA_gi|434384225|ref|NC_019697.1|_894904-896378_DIR-	434384225	3	NA	NA	1	ID.1678
cluster_1.00_4827	1.00	4827	rRNA_gi|434384225|ref|NC_019697.1|_2457824-2459298_DIR+	434384225	3	NA	NA	1	ID.1678
cluster_1.00_4828	1.00	4828	rRNA_gi|172034917|ref|NC_010546.1|_4102887-4104361_DIR+	172034917	1	ID.364	1	0	ID.364
cluster_1.00_4829	1.00	4829	rRNA_gi|172034917|ref|NC_010546.1|_3950940-3952414_DIR+	172034917	1	ID.5133	0	0	ID.5133
cluster_1.00_4830	1.00	4830	rRNA_gi|427733619|ref|NC_019678.1|_8136269-8137743_DIR-	427733619	3	ID.4061	1	0	ID.4061
cluster_1.00_4830	1.00	4830	rRNA_gi|427733619|ref|NC_019678.1|_6604909-6606383_DIR-	427733619	3	NA	NA	1	ID.4061
cluster_1.00_4830	1.00	4830	rRNA_gi|427733619|ref|NC_019678.1|_6598381-6599855_DIR-	427733619	3	NA	NA	1	ID.4061
cluster_1.00_4831	1.00	4831	rRNA_gi|428216284|ref|NC_019701.1|_2484744-2486218_DIR+	428216284	2	ID.230	1	0	ID.230
cluster_1.00_4831	1.00	4831	rRNA_gi|428216284|ref|NC_019701.1|_1762171-1763645_DIR-	428216284	2	NA	NA	1	ID.230
cluster_1.00_4832	1.00	4832	rRNA_gi|163845603|ref|NC_010175.1|_1585298-1586772_DIR-	163845603	1	NA	NA	1	ID.637
cluster_1.00_4832	1.00	4832	rRNA_gi|222523302|ref|NC_012032.1|_1586454-1587928_DIR-	222523302	1	ID.637	1	0	ID.637
cluster_1.00_4833	1.00	4833	rRNA_gi|294146429|ref|NC_014013.1|_308559-310033_DIR+	294146429	1	ID.1873	0	0	ID.1873
cluster_1.00_4834	1.00	4834	rRNA_gi|347526385|ref|NC_015976.1|_3935446-3936920_DIR-	347526385	2	ID.3063	1	0	ID.3063
cluster_1.00_4834	1.00	4834	rRNA_gi|347526385|ref|NC_015976.1|_2199116-2200590_DIR-	347526385	2	NA	NA	1	ID.3063
cluster_1.00_4835	1.00	4835	rRNA_gi|294146429|ref|NC_014013.1|_119257-120731_DIR+	294146429	1	NA	NA	1	ID.1185
cluster_1.00_4835	1.00	4835	rRNA_gi|294009986|ref|NC_014006.1|_68200-69674_DIR+	294009986	1	ID.1185	1	0	ID.1185
cluster_1.00_4836	1.00	4836	rRNA_gi|451940044|ref|NC_020300.1|_1249645-1251119_DIR-	451940044	1	ID.2176	0	0	ID.2176
cluster_1.00_4837	1.00	4837	rRNA_gi|182677002|ref|NC_010581.1|_3932131-3933605_DIR-	182677002	2	NA	NA	1	ID.2881
cluster_1.00_4837	1.00	4837	rRNA_gi|182677002|ref|NC_010581.1|_680554-682028_DIR+	182677002	2	ID.2881	1	0	ID.2881
cluster_1.00_4838	1.00	4838	rRNA_gi|217976200|ref|NC_011666.1|_2446870-2448344_DIR-	217976200	2	ID.331	1	0	ID.331
cluster_1.00_4838	1.00	4838	rRNA_gi|217976200|ref|NC_011666.1|_1934569-1936043_DIR-	217976200	2	NA	NA	1	ID.331
cluster_1.00_4839	1.00	4839	rRNA_gi|182677002|ref|NC_010581.1|_3418482-3419956_DIR-	182677002	1	ID.4525	0	0	ID.4525
cluster_1.00_4840	1.00	4840	rRNA_gi|298673978|ref|NC_014253.1|_1743924-1745397_DIR-	298673978	2	NA	NA	1	ID.4786
cluster_1.00_4840	1.00	4840	rRNA_gi|298673978|ref|NC_014253.1|_48670-50143_DIR+	298673978	2	ID.4786	1	0	ID.4786
cluster_1.00_4841	1.00	4841	rRNA_gi|566002026|ref|NC_023044.1|_1735983-1737456_DIR-	566002026	2	ID.3987	1	0	ID.3987
cluster_1.00_4841	1.00	4841	rRNA_gi|566002026|ref|NC_023044.1|_1499771-1501244_DIR-	566002026	2	NA	NA	1	ID.3987
cluster_1.00_4842	1.00	4842	rRNA_gi|289191496|ref|NC_013887.1|_99804-101277_DIR+	289191496	2	ID.2981	0	0	ID.2981
cluster_1.00_4842	1.00	4842	rRNA_gi|289191496|ref|NC_013887.1|_1434972-1436445_DIR-	289191496	2	NA	NA	1	ID.2981
cluster_1.00_4843	1.00	4843	rRNA_gi|15668172|ref|NC_000909.1|_638454-639927_DIR+	15668172	1	ID.2336	1	0	ID.2336
cluster_1.00_4844	1.00	4844	rRNA_gi|220905643|ref|NC_011884.1|_3514204-3515677_DIR-	220905643	2	NA	NA	1	ID.1203
cluster_1.00_4844	1.00	4844	rRNA_gi|220905643|ref|NC_011884.1|_533037-534510_DIR+	220905643	2	ID.1203	1	0	ID.1203
cluster_1.00_4845	1.00	4845	rRNA_gi|428768415|ref|NC_019776.1|_1195592-1197065_DIR-	428768415	2	NA	NA	1	ID.1677
cluster_1.00_4845	1.00	4845	rRNA_gi|428768415|ref|NC_019776.1|_255939-257412_DIR-	428768415	2	ID.1677	0	0	ID.1677
cluster_1.00_4846	1.00	4846	rRNA_gi|78183584|ref|NC_007513.1|_1777277-1778750_DIR-	78183584	2	NA	NA	1	ID.2482
cluster_1.00_4846	1.00	4846	rRNA_gi|78183584|ref|NC_007513.1|_373319-374792_DIR+	78183584	2	ID.2482	0	0	ID.2482
cluster_1.00_4847	1.00	4847	rRNA_gi|78211558|ref|NC_007516.1|_2139577-2141050_DIR-	78211558	2	NA	NA	1	ID.5075
cluster_1.00_4847	1.00	4847	rRNA_gi|78211558|ref|NC_007516.1|_473810-475283_DIR+	78211558	2	ID.5075	0	0	ID.5075
cluster_1.00_4848	1.00	4848	rRNA_gi|219846956|ref|NC_011831.1|_835795-837268_DIR+	219846956	1	ID.5081	0	0	ID.5081
cluster_1.00_4849	1.00	4849	rRNA_gi|219846956|ref|NC_011831.1|_3007559-3009032_DIR+	219846956	1	ID.979	0	0	ID.979
cluster_1.00_4850	1.00	4850	rRNA_gi|219846956|ref|NC_011831.1|_4136863-4138336_DIR+	219846956	1	ID.944	1	0	ID.944
cluster_1.00_4851	1.00	4851	rRNA_gi|163845603|ref|NC_010175.1|_5131307-5132780_DIR+	163845603	1	NA	NA	1	ID.508
cluster_1.00_4851	1.00	4851	rRNA_gi|222523302|ref|NC_012032.1|_5141672-5143145_DIR+	222523302	1	ID.508	1	0	ID.508
cluster_1.00_4852	1.00	4852	rRNA_gi|222523302|ref|NC_012032.1|_779069-780542_DIR-	222523302	1	ID.3986	0	0	ID.3986
cluster_1.00_4852	1.00	4852	rRNA_gi|163845603|ref|NC_010175.1|_778927-780400_DIR-	163845603	1	NA	NA	1	ID.3986
cluster_1.00_4853	1.00	4853	rRNA_gi|167643973|ref|NC_010338.1|_4027583-4029056_DIR-	167643973	2	NA	NA	1	ID.831
cluster_1.00_4853	1.00	4853	rRNA_gi|167643973|ref|NC_010338.1|_4034779-4036252_DIR-	167643973	2	ID.831	1	0	ID.831
cluster_1.00_4854	1.00	4854	rRNA_gi|374998886|ref|NC_016586.1|_748293-749766_DIR+	374998886	1	ID.3621	0	0	ID.3621
cluster_1.00_4855	1.00	4855	rRNA_gi|374998886|ref|NC_016586.1|_11103-12576_DIR+	374998886	1	ID.3801	0	0	ID.3801
cluster_1.00_4856	1.00	4856	rRNA_gi|374998023|ref|NC_016585.1|_525225-526698_DIR+	374998023	1	ID.833	0	0	ID.833
cluster_1.00_4857	1.00	4857	rRNA_gi|374290655|ref|NC_016622.1|_315020-316493_DIR+	374290655	1	ID.2113	0	0	ID.2113
cluster_1.00_4858	1.00	4858	rRNA_gi|374293519|ref|NC_016623.1|_644507-645980_DIR+	374293519	1	ID.4349	1	0	ID.4349
cluster_1.00_4858	1.00	4858	rRNA_gi|374294063|ref|NC_016624.1|_474591-476064_DIR+	374294063	1	NA	NA	1	ID.4349
cluster_1.00_4859	1.00	4859	rRNA_gi|288956841|ref|NC_013854.1|_3211336-3212809_DIR-	288956841	1	ID.3152	0	0	ID.3152
cluster_1.00_4860	1.00	4860	rRNA_gi|288959735|ref|NC_013855.1|_1279099-1280572_DIR-	288959735	1	ID.1411	1	0	ID.1411
cluster_1.00_4861	1.00	4861	rRNA_gi|288959735|ref|NC_013855.1|_902212-903685_DIR-	288959735	3	NA	NA	1	ID.3183
cluster_1.00_4861	1.00	4861	rRNA_gi|288959735|ref|NC_013855.1|_565262-566735_DIR+	288959735	3	NA	NA	1	ID.3183
cluster_1.00_4861	1.00	4861	rRNA_gi|288962595|ref|NC_013859.1|_16448-17921_DIR+	288962595	1	NA	NA	1	ID.3183
cluster_1.00_4861	1.00	4861	rRNA_gi|288959735|ref|NC_013855.1|_975019-976492_DIR-	288959735	3	NA	NA	1	ID.3183
cluster_1.00_4861	1.00	4861	rRNA_gi|288956841|ref|NC_013854.1|_520809-522282_DIR+	288956841	1	ID.3183	0	0	ID.3183
cluster_1.00_4862	1.00	4862	rRNA_gi|392383673|ref|NC_016618.1|_450811-452284_DIR+	392383673	1	ID.1870	0	0	ID.1870
cluster_1.00_4863	1.00	4863	rRNA_gi|85372828|ref|NC_007722.1|_63538-65011_DIR+	85372828	1	ID.4802	1	0	ID.4802
cluster_1.00_4864	1.00	4864	rRNA_gi|82698932|ref|NC_007618.1|_1603576-1605049_DIR-	82698932	1	ID.1637	1	0	ID.1637
cluster_1.00_4865	1.00	4865	rRNA_gi|334314770|ref|NC_015590.1|_2668938-2670411_DIR-	334314770	1	ID.4707	0	0	ID.4707
cluster_1.00_4866	1.00	4866	rRNA_gi|319779749|ref|NC_014923.1|_1694553-1696026_DIR+	319779749	1	ID.5029	1	0	ID.5029
cluster_1.00_4867	1.00	4867	rRNA_gi|154250456|ref|NC_009719.1|_1901257-1902730_DIR+	154250456	1	ID.4121	1	0	ID.4121
cluster_1.00_4868	1.00	4868	rRNA_gi|357383074|ref|NC_016078.1|_2873093-2874566_DIR-	357383074	2	ID.1301	1	0	ID.1301
cluster_1.00_4868	1.00	4868	rRNA_gi|357383074|ref|NC_016078.1|_2866066-2867539_DIR-	357383074	2	NA	NA	1	ID.1301
cluster_1.00_4869	1.00	4869	rRNA_gi|402770565|ref|NC_018485.1|_29898-31371_DIR+	402770565	1	ID.163	1	0	ID.163
cluster_1.00_4870	1.00	4870	rRNA_gi|330812975|ref|NC_015380.1|_109488-110961_DIR-	330812975	1	ID.1885	1	0	ID.1885
cluster_1.00_4871	1.00	4871	rRNA_gi|73667559|ref|NC_007355.1|_2196023-2197495_DIR+	73667559	1	ID.3394	1	0	ID.3394
cluster_1.00_4872	1.00	4872	rRNA_gi|73667559|ref|NC_007355.1|_4677313-4678785_DIR-	73667559	1	ID.5125	0	0	ID.5125
cluster_1.00_4873	1.00	4873	rRNA_gi|73667559|ref|NC_007355.1|_1141484-1142956_DIR-	73667559	1	ID.4186	0	0	ID.4186
cluster_1.00_4874	1.00	4874	rRNA_gi|20088899|ref|NC_003552.1|_1928576-1930048_DIR+	20088899	2	NA	NA	1	ID.4223
cluster_1.00_4874	1.00	4874	rRNA_gi|20088899|ref|NC_003552.1|_5693560-5695032_DIR-	20088899	2	ID.4223	1	0	ID.4223
cluster_1.00_4875	1.00	4875	rRNA_gi|20088899|ref|NC_003552.1|_1073043-1074515_DIR+	20088899	1	ID.4510	0	0	ID.4510
cluster_1.00_4876	1.00	4876	rRNA_gi|336475959|ref|NC_015676.1|_39610-41082_DIR+	336475959	3	ID.3293	1	0	ID.3293
cluster_1.00_4876	1.00	4876	rRNA_gi|336475959|ref|NC_015676.1|_265364-266836_DIR+	336475959	3	NA	NA	1	ID.3293
cluster_1.00_4876	1.00	4876	rRNA_gi|336475959|ref|NC_015676.1|_1236826-1238298_DIR-	336475959	3	NA	NA	1	ID.3293
cluster_1.00_4877	1.00	4877	rRNA_gi|289595678|ref|NC_013926.1|_1422348-1423820_DIR+	289595678	1	ID.3352	0	0	ID.3352
cluster_1.00_4878	1.00	4878	rRNA_gi|432327926|ref|NC_019942.1|_1246312-1247784_DIR+	432327926	1	ID.2034	1	0	ID.2034
cluster_1.00_4879	1.00	4879	rRNA_gi|427701340|ref|NC_019675.1|_1584523-1585995_DIR-	427701340	1	ID.3930	0	0	ID.3930
cluster_1.00_4880	1.00	4880	rRNA_gi|554634310|ref|NC_022600.1|_2731688-2733160_DIR-	554634310	1	ID.4926	0	0	ID.4926
cluster_1.00_4881	1.00	4881	rRNA_gi|37519569|ref|NC_005125.1|_1571236-1572708_DIR-	37519569	1	ID.326	1	0	ID.326
cluster_1.00_4882	1.00	4882	rRNA_gi|33862273|ref|NC_005071.1|_1752165-1753637_DIR-	33862273	2	NA	NA	1	ID.360
cluster_1.00_4882	1.00	4882	rRNA_gi|33862273|ref|NC_005071.1|_208851-210323_DIR+	33862273	2	ID.360	0	0	ID.360
cluster_1.00_4883	1.00	4883	rRNA_gi|124021714|ref|NC_008820.1|_243662-245134_DIR+	124021714	2	ID.1482	0	0	ID.1482
cluster_1.00_4883	1.00	4883	rRNA_gi|124021714|ref|NC_008820.1|_1938734-1940206_DIR-	124021714	2	NA	NA	1	ID.1482
cluster_1.00_4884	1.00	4884	rRNA_gi|113952711|ref|NC_008319.1|_2223523-2224995_DIR-	113952711	1	ID.3775	0	0	ID.3775
cluster_1.00_4885	1.00	4885	rRNA_gi|113952711|ref|NC_008319.1|_529962-531434_DIR+	113952711	1	ID.344	0	0	ID.344
cluster_1.00_4886	1.00	4886	rRNA_gi|159902540|ref|NC_009976.1|_342270-343742_DIR+	159902540	1	ID.4115	0	0	ID.4115
cluster_1.00_4887	1.00	4887	rRNA_gi|33239452|ref|NC_005042.1|_353318-354790_DIR+	33239452	1	ID.1313	0	0	ID.1313
cluster_1.00_4888	1.00	4888	rRNA_gi|162958048|ref|NC_007335.2|_370852-372324_DIR+	162958048	1	ID.2502	0	0	ID.2502
cluster_1.00_4889	1.00	4889	rRNA_gi|124024712|ref|NC_008819.1|_385824-387296_DIR+	124024712	1	ID.65	1	0	ID.65
cluster_1.00_4890	1.00	4890	rRNA_gi|78778385|ref|NC_007577.1|_317567-319039_DIR+	78778385	1	ID.4585	0	0	ID.4585
cluster_1.00_4891	1.00	4891	rRNA_gi|157412338|ref|NC_009840.1|_319900-321372_DIR+	157412338	1	ID.2625	0	0	ID.2625
cluster_1.00_4892	1.00	4892	rRNA_gi|126695337|ref|NC_009091.1|_322597-324069_DIR+	126695337	1	ID.5131	0	0	ID.5131
cluster_1.00_4893	1.00	4893	rRNA_gi|123967536|ref|NC_008816.1|_323005-324477_DIR+	123967536	1	ID.927	0	0	ID.927
cluster_1.00_4894	1.00	4894	rRNA_gi|33860560|ref|NC_005072.1|_313048-314520_DIR+	33860560	1	ID.919	0	0	ID.919
cluster_1.00_4895	1.00	4895	rRNA_gi|123965234|ref|NC_008817.1|_332409-333881_DIR+	123965234	1	ID.849	0	0	ID.849
cluster_1.00_4896	1.00	4896	rRNA_gi|148241099|ref|NC_009482.1|_348747-350219_DIR+	148241099	1	ID.2484	0	0	ID.2484
cluster_1.00_4897	1.00	4897	rRNA_gi|387601291|ref|NC_017333.1|_608531-610003_DIR+	387601291	1	ID.4722	1	0	ID.4722
cluster_1.00_4898	1.00	4898	rRNA_gi|188579286|ref|NC_010725.1|_1430574-1432046_DIR-	188579286	1	ID.2703	0	0	ID.2703
cluster_1.00_4899	1.00	4899	rRNA_gi|188579286|ref|NC_010725.1|_1015511-1016983_DIR-	188579286	3	NA	NA	1	ID.1468
cluster_1.00_4899	1.00	4899	rRNA_gi|188579286|ref|NC_010725.1|_763314-764786_DIR-	188579286	3	NA	NA	1	ID.1468
cluster_1.00_4899	1.00	4899	rRNA_gi|188579286|ref|NC_010725.1|_1453427-1454899_DIR-	188579286	3	ID.1468	1	0	ID.1468
cluster_1.00_4900	1.00	4900	rRNA_gi|188579286|ref|NC_010725.1|_606450-607922_DIR-	188579286	1	ID.2998	0	0	ID.2998
cluster_1.00_4901	1.00	4901	rRNA_gi|240136783|ref|NC_012808.1|_605675-607147_DIR-	240136783	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|254558653|ref|NC_012988.1|_1903066-1904538_DIR-	254558653	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|240136783|ref|NC_012808.1|_1232884-1234356_DIR-	240136783	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|163849457|ref|NC_010172.1|_880985-882457_DIR-	163849457	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|254558653|ref|NC_012988.1|_860947-862419_DIR-	254558653	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|163849457|ref|NC_010172.1|_1533937-1535409_DIR-	163849457	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|240136783|ref|NC_012808.1|_432441-433913_DIR-	240136783	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|254558653|ref|NC_012988.1|_530019-531491_DIR-	254558653	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|163849457|ref|NC_010172.1|_1090611-1092083_DIR-	163849457	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|163849457|ref|NC_010172.1|_1112952-1114424_DIR-	163849457	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|254558653|ref|NC_012988.1|_1339141-1340613_DIR-	254558653	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|240136783|ref|NC_012808.1|_817852-819324_DIR-	240136783	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|240136783|ref|NC_012808.1|_1255243-1256715_DIR-	240136783	5	ID.2979	0	0	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|254558653|ref|NC_012988.1|_1361398-1362870_DIR-	254558653	5	NA	NA	1	ID.2979
cluster_1.00_4901	1.00	4901	rRNA_gi|163849457|ref|NC_010172.1|_644640-646112_DIR-	163849457	5	NA	NA	1	ID.2979
cluster_1.00_4902	1.00	4902	rRNA_gi|218528082|ref|NC_011757.1|_759656-761128_DIR-	218528082	5	NA	NA	1	ID.2257
cluster_1.00_4902	1.00	4902	rRNA_gi|218528082|ref|NC_011757.1|_1159361-1160833_DIR-	218528082	5	NA	NA	1	ID.2257
cluster_1.00_4902	1.00	4902	rRNA_gi|218528082|ref|NC_011757.1|_1638957-1640429_DIR-	218528082	5	ID.2257	1	0	ID.2257
cluster_1.00_4902	1.00	4902	rRNA_gi|218528082|ref|NC_011757.1|_782002-783474_DIR-	218528082	5	NA	NA	1	ID.2257
cluster_1.00_4902	1.00	4902	rRNA_gi|218528082|ref|NC_011757.1|_590074-591546_DIR-	218528082	5	NA	NA	1	ID.2257
